state,action,next_state,reward 
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",General Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.4536697556350736
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",ENT Endoscopy,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.9042285224944185
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",Chest X-ray,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.9386243386243387
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",Blood Test,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.9386243386243387
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.4444444444444444, 0.4444444444444444]",In-depth Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.4444444444444444, 0.4444444444444444]",0.9216931216931217
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",Post-bronchodilator Spirometry,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",0.9470899470899471
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",Conclusion,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'Breast Examination', 'ENT Examination', 'Dental Examination', 'DEXA Bone Density Scan', 'Urine Test', 'Electrocardiogram (ECG)', 'General Ultrasound', 'ENT Endoscopy', 'Chest X-ray', 'Blood Test', 'In-depth Eye Examination', 'Post-bronchodilator Spirometry', 'Conclusion', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",0.8776731810257823
"['Registration', 0.1111111111111111, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Payment,"['Registration', 'Payment', 0.1111111111111111, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.928042328042328
"['Registration', 'Payment', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Get Triage Number,"['Registration', 'Payment', 'Get Triage Number', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.922962962962963
"['Registration', 'Payment', 'Get Triage Number', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Measure Vital Signs,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.7568278435330459
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.0]",General Medicine Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.0]",0.6400207970150167
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.8520243447411078
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.25, 0.25, 0.25, 0.0, 0.25, 0.3333333333333333, 0.0, 1.0, 0.75, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.0, 0.0]",In-depth Eye Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.25, 0.25, 0.25, 0.0, 0.25, 0.3333333333333333, 0.0, 1.0, 0.75, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.0, 0.0]",0.8425892283695753
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",General Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",0.6517637703764871
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",Blood Test,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",0.9026455026455027
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",Cardiac Ultrasound,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",0.9111111111111111
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",ENT Endoscopy,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.4444444444444444]",0.9259259259259259
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",DEXA Bone Density Scan,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.4444444444444444]",0.9174603174603175
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",Chest X-ray,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",0.9301587301587302
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",Electrocardiogram (ECG),"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 'Electrocardiogram (ECG)', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",0.9259259259259259
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 'Electrocardiogram (ECG)', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",Post-bronchodilator Spirometry,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.0, 0.2222222222222222, 0.4444444444444444]",0.8147756674924305
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",Conclusion,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Eye Examination', 'In-depth Eye Examination', 'General Ultrasound', 'Blood Test', 'Cardiac Ultrasound', 'ENT Endoscopy', 'DEXA Bone Density Scan', 'Chest X-ray', 'Electrocardiogram (ECG)', 'Post-bronchodilator Spirometry', 'Conclusion', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.4444444444444444]",0.8592788329204515
"['Registration', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Payment,"['Registration', 'Payment', 0.1111111111111111, 0.044444444444444446, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.9117619353457502
"['Registration', 'Payment', 0.1111111111111111, 0.044444444444444446, 0.022222222222222223, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",Get Triage Number,"['Registration', 'Payment', 'Get Triage Number', 0.1111111111111111, 0.044444444444444446, 0.022222222222222223, 0.1111111111111111, 0.4444444444444444, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.2222222222222222, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0]",0.9222827782365355
"['Registration', 'Payment', 'Get Triage Number', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Measure Vital Signs,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.0, 0.0, 0.0, 0.1111111111111111, 0.4444444444444444, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.7469810685995657
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",General Medicine Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.2222222222222222, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.639086154693091
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",Dental Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0]",0.850244364926446
"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.0]",Breast Examination,"['Registration', 'Payment', 'Get Triage Number', 'Measure Vital Signs', 'General Medicine Examination', 'Dental Examination', 'Breast Examination', 0.0, 0.0, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.4444444444444444, 0.4444444444444444, 0.6666666666666666, 1.0, 0.0, 0.0, 0.4444444444444444, 0.6666666666666666, 0.6666666666666666, 0.2222222222222222, 0.0]",0.8857142857142857
